study_accession	sample_accession	experiment_accession	run_accession	tax_id	scientific_name	fastq_ftp	submitted_ftp	sra_ftp	bam_ftp
PRJEB29238	SAMEA7614180	ERX4739145	ERR4869703	256318	metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR486/003/ERR4869703/ERR4869703_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR486/003/ERR4869703/ERR4869703_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR486/ERR4869703/06-159_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR486/ERR4869703/06-159_R2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/err/ERR486/003/ERR4869703.bam
PRJEB29238	SAMEA4981840	ERX2855236	ERR2848547	256318	metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR284/007/ERR2848547/ERR2848547.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR284/ERR2848547/08-189_R1_renamed.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR284/ERR2848547/08-189_R2_renamed.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR284/007/ERR2848547	
PRJEB29238	SAMEA7614191	ERX4739146	ERR4869704	256318	metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR486/004/ERR4869704/ERR4869704_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR486/004/ERR4869704/ERR4869704_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR486/ERR4869704/06-254_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR486/ERR4869704/06-254_R2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/err/ERR486/004/ERR4869704.bam
PRJEB29238	SAMEA4981841	ERX2855237	ERR2848548	256318	metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR284/008/ERR2848548/ERR2848548.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR284/ERR2848548/08-193_R1_renamed.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR284/ERR2848548/08-193_R2_renamed.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR284/008/ERR2848548	
PRJEB29238	SAMEA7614194	ERX4739149	ERR4869707	256318	metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR486/007/ERR4869707/ERR4869707_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR486/007/ERR4869707/ERR4869707_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR486/ERR4869707/06-264_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR486/ERR4869707/06-264_R2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/err/ERR486/007/ERR4869707.bam
PRJEB29238	SAMEA7614195	ERX4739150	ERR4869708	256318	metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR486/008/ERR4869708/ERR4869708_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR486/008/ERR4869708/ERR4869708_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR486/ERR4869708/06-265_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR486/ERR4869708/06-265_R2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/err/ERR486/008/ERR4869708.bam
PRJEB29238	SAMEA4981849	ERX2855245	ERR2848556	256318	metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR284/006/ERR2848556/ERR2848556.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR284/ERR2848556/17-027_R1_renamed.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR284/ERR2848556/17-027_R2_renamed.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR284/006/ERR2848556	
PRJEB29238	SAMEA7614196	ERX4739151	ERR4869709	256318	metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR486/009/ERR4869709/ERR4869709_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR486/009/ERR4869709/ERR4869709_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR486/ERR4869709/06-268_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR486/ERR4869709/06-268_R2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/err/ERR486/009/ERR4869709.bam
PRJEB29238	SAMEA4981851	ERX2855247	ERR2848558	256318	metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR284/008/ERR2848558/ERR2848558.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR284/ERR2848558/17-050_R1_renamed.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR284/ERR2848558/17-050_R2_renamed.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR284/008/ERR2848558	
PRJEB29238	SAMEA7614199	ERX4739154	ERR4869712	256318	metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR486/002/ERR4869712/ERR4869712_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR486/002/ERR4869712/ERR4869712_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR486/ERR4869712/06-275_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR486/ERR4869712/06-275_R2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/err/ERR486/002/ERR4869712.bam
PRJEB29238	SAMEA7614200	ERX4739155	ERR4869713	256318	metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR486/003/ERR4869713/ERR4869713_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR486/003/ERR4869713/ERR4869713_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR486/ERR4869713/06-293_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR486/ERR4869713/06-293_R2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/err/ERR486/003/ERR4869713.bam
PRJEB29238	SAMEA7614207	ERX4739162	ERR4869720	256318	metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR486/000/ERR4869720/ERR4869720_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR486/000/ERR4869720/ERR4869720_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR486/ERR4869720/06-308_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR486/ERR4869720/06-308_R2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/err/ERR486/000/ERR4869720.bam
PRJEB29238	SAMEA4981855	ERX2855251	ERR2848562	256318	metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR284/002/ERR2848562/ERR2848562.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR284/ERR2848562/17-060_R1_renamed.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR284/ERR2848562/17-060_R2_renamed.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR284/002/ERR2848562	
PRJEB29238	SAMEA7614209	ERX4739164	ERR4869722	256318	metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR486/002/ERR4869722/ERR4869722_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR486/002/ERR4869722/ERR4869722_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR486/ERR4869722/06-311_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR486/ERR4869722/06-311_R2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/err/ERR486/002/ERR4869722.bam
PRJEB29238	SAMEA4981861	ERX2855257	ERR2848568	256318	metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR284/008/ERR2848568/ERR2848568.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR284/ERR2848568/17-073_R1_renamed.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR284/ERR2848568/17-073_R2_renamed.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR284/008/ERR2848568	
PRJEB29238	SAMEA7614211	ERX4739166	ERR4869724	256318	metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR486/004/ERR4869724/ERR4869724_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR486/004/ERR4869724/ERR4869724_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR486/ERR4869724/06-313_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR486/ERR4869724/06-313_R2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/err/ERR486/004/ERR4869724.bam
PRJEB29238	SAMEA4981872	ERX2855268	ERR2848579	256318	metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR284/009/ERR2848579/ERR2848579.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR284/ERR2848579/17-116_R1_renamed.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR284/ERR2848579/17-116_R2_renamed.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR284/009/ERR2848579	
PRJEB29238	SAMEA7614181	ERX4739168	ERR4869726	256318	metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR486/006/ERR4869726/ERR4869726_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR486/006/ERR4869726/ERR4869726_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR486/ERR4869726/07-025_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR486/ERR4869726/07-025_R2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/err/ERR486/006/ERR4869726.bam
PRJEB29238	SAMEA7614192	ERX4739147	ERR4869705	256318	metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR486/005/ERR4869705/ERR4869705_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR486/005/ERR4869705/ERR4869705_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR486/ERR4869705/06-259_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR486/ERR4869705/06-259_R2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/err/ERR486/005/ERR4869705.bam
PRJEB29238	SAMEA7614219	ERX4739175	ERR4869733	256318	metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR486/003/ERR4869733/ERR4869733_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR486/003/ERR4869733/ERR4869733_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR486/ERR4869733/07-241_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR486/ERR4869733/07-241_R2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/err/ERR486/003/ERR4869733.bam
PRJEB29238	SAMEA7614197	ERX4739152	ERR4869710	256318	metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR486/000/ERR4869710/ERR4869710_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR486/000/ERR4869710/ERR4869710_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR486/ERR4869710/06-270_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR486/ERR4869710/06-270_R2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/err/ERR486/000/ERR4869710.bam
PRJEB29238	SAMEA7614220	ERX4739176	ERR4869734	256318	metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR486/004/ERR4869734/ERR4869734_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR486/004/ERR4869734/ERR4869734_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR486/ERR4869734/07-243_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR486/ERR4869734/07-243_R2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/err/ERR486/004/ERR4869734.bam
PRJEB29238	SAMEA7614201	ERX4739156	ERR4869714	256318	metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR486/004/ERR4869714/ERR4869714_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR486/004/ERR4869714/ERR4869714_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR486/ERR4869714/06-294_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR486/ERR4869714/06-294_R2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/err/ERR486/004/ERR4869714.bam
PRJEB29238	SAMEA7614221	ERX4739177	ERR4869735	256318	metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR486/005/ERR4869735/ERR4869735_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR486/005/ERR4869735/ERR4869735_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR486/ERR4869735/07-248_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR486/ERR4869735/07-248_R2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/err/ERR486/005/ERR4869735.bam
PRJEB29238	SAMEA7614204	ERX4739159	ERR4869717	256318	metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR486/007/ERR4869717/ERR4869717_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR486/007/ERR4869717/ERR4869717_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR486/ERR4869717/06-305_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR486/ERR4869717/06-305_R2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/err/ERR486/007/ERR4869717.bam
PRJEB29238	SAMEA7614223	ERX4739179	ERR4869737	256318	metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR486/007/ERR4869737/ERR4869737_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR486/007/ERR4869737/ERR4869737_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR486/ERR4869737/07-250_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR486/ERR4869737/07-250_R2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/err/ERR486/007/ERR4869737.bam
PRJEB29238	SAMEA7614205	ERX4739160	ERR4869718	256318	metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR486/008/ERR4869718/ERR4869718_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR486/008/ERR4869718/ERR4869718_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR486/ERR4869718/06-306_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR486/ERR4869718/06-306_R2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/err/ERR486/008/ERR4869718.bam
PRJEB29238	SAMEA7614227	ERX4739192	ERR4869750	256318	metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR486/000/ERR4869750/ERR4869750_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR486/000/ERR4869750/ERR4869750_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR486/ERR4869750/09-288_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR486/ERR4869750/09-288_R2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/err/ERR486/000/ERR4869750.bam
PRJEB29238	SAMEA7614210	ERX4739165	ERR4869723	256318	metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR486/003/ERR4869723/ERR4869723_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR486/003/ERR4869723/ERR4869723_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR486/ERR4869723/06-312_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR486/ERR4869723/06-312_R2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/err/ERR486/003/ERR4869723.bam
PRJEB29238	SAMEA7614229	ERX4739194	ERR4869752	256318	metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR486/002/ERR4869752/ERR4869752_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR486/002/ERR4869752/ERR4869752_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR486/ERR4869752/09-297_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR486/ERR4869752/09-297_R2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/err/ERR486/002/ERR4869752.bam
PRJEB29238	SAMEA7614214	ERX4739170	ERR4869728	256318	metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR486/008/ERR4869728/ERR4869728_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR486/008/ERR4869728/ERR4869728_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR486/ERR4869728/07-227_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR486/ERR4869728/07-227_R2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/err/ERR486/008/ERR4869728.bam
PRJEB29238	SAMEA7614230	ERX4739195	ERR4869753	256318	metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR486/003/ERR4869753/ERR4869753_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR486/003/ERR4869753/ERR4869753_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR486/ERR4869753/09-298_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR486/ERR4869753/09-298_R2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/err/ERR486/003/ERR4869753.bam
PRJEB29238	SAMEA7614217	ERX4739173	ERR4869731	256318	metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR486/001/ERR4869731/ERR4869731_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR486/001/ERR4869731/ERR4869731_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR486/ERR4869731/07-239_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR486/ERR4869731/07-239_R2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/err/ERR486/001/ERR4869731.bam
PRJEB29238	SAMEA7614222	ERX4739178	ERR4869736	256318	metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR486/006/ERR4869736/ERR4869736_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR486/006/ERR4869736/ERR4869736_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR486/ERR4869736/07-249_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR486/ERR4869736/07-249_R2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/err/ERR486/006/ERR4869736.bam
PRJEB29238	SAMEA7614234	ERX4739199	ERR4869757	256318	metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR486/007/ERR4869757/ERR4869757_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR486/007/ERR4869757/ERR4869757_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR486/ERR4869757/09-372_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR486/ERR4869757/09-372_R2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/err/ERR486/007/ERR4869757.bam
PRJEB29238	SAMEA7614235	ERX4739200	ERR4869758	256318	metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR486/008/ERR4869758/ERR4869758_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR486/008/ERR4869758/ERR4869758_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR486/ERR4869758/09-374_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR486/ERR4869758/09-374_R2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/err/ERR486/008/ERR4869758.bam
PRJEB29238	SAMEA7614225	ERX4739181	ERR4869739	256318	metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR486/009/ERR4869739/ERR4869739_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR486/009/ERR4869739/ERR4869739_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR486/ERR4869739/07-252_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR486/ERR4869739/07-252_R2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/err/ERR486/009/ERR4869739.bam
PRJEB29238	SAMEA7614236	ERX4739201	ERR4869759	256318	metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR486/009/ERR4869759/ERR4869759_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR486/009/ERR4869759/ERR4869759_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR486/ERR4869759/09-375_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR486/ERR4869759/09-375_R2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/err/ERR486/009/ERR4869759.bam
PRJEB29238	SAMEA7614182	ERX4739182	ERR4869740	256318	metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR486/000/ERR4869740/ERR4869740_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR486/000/ERR4869740/ERR4869740_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR486/ERR4869740/08-147_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR486/ERR4869740/08-147_R2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/err/ERR486/000/ERR4869740.bam
PRJEB29238	SAMEA7614239	ERX4739204	ERR4869762	256318	metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR486/002/ERR4869762/ERR4869762_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR486/002/ERR4869762/ERR4869762_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR486/ERR4869762/09-379_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR486/ERR4869762/09-379_R2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/err/ERR486/002/ERR4869762.bam
PRJEB29238	SAMEA7614186	ERX4739186	ERR4869744	256318	metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR486/004/ERR4869744/ERR4869744_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR486/004/ERR4869744/ERR4869744_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR486/ERR4869744/08-177_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR486/ERR4869744/08-177_R2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/err/ERR486/004/ERR4869744.bam
PRJEB29238	SAMEA7614243	ERX4739208	ERR4869766	256318	metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR486/006/ERR4869766/ERR4869766_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR486/006/ERR4869766/ERR4869766_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR486/ERR4869766/09-391_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR486/ERR4869766/09-391_R2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/err/ERR486/006/ERR4869766.bam
PRJEB29238	SAMEA7614187	ERX4739187	ERR4869745	256318	metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR486/005/ERR4869745/ERR4869745_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR486/005/ERR4869745/ERR4869745_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR486/ERR4869745/08-181_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR486/ERR4869745/08-181_R2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/err/ERR486/005/ERR4869745.bam
PRJEB29238	SAMEA7614248	ERX4739213	ERR4869771	256318	metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR486/001/ERR4869771/ERR4869771_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR486/001/ERR4869771/ERR4869771_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR486/ERR4869771/09-403_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR486/ERR4869771/09-403_R2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/err/ERR486/001/ERR4869771.bam
PRJEB29238	SAMEA7614188	ERX4739188	ERR4869746	256318	metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR486/006/ERR4869746/ERR4869746_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR486/006/ERR4869746/ERR4869746_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR486/ERR4869746/08-202_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR486/ERR4869746/08-202_R2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/err/ERR486/006/ERR4869746.bam
PRJEB29238	SAMEA7614251	ERX4739216	ERR4869774	256318	metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR486/004/ERR4869774/ERR4869774_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR486/004/ERR4869774/ERR4869774_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR486/ERR4869774/09-413_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR486/ERR4869774/09-413_R2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/err/ERR486/004/ERR4869774.bam
PRJEB29238	SAMEA7614226	ERX4739191	ERR4869749	256318	metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR486/009/ERR4869749/ERR4869749_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR486/009/ERR4869749/ERR4869749_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR486/ERR4869749/09-287_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR486/ERR4869749/09-287_R2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/err/ERR486/009/ERR4869749.bam
PRJEB29238	SAMEA7614252	ERX4739217	ERR4869775	256318	metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR486/005/ERR4869775/ERR4869775_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR486/005/ERR4869775/ERR4869775_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR486/ERR4869775/09-418_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR486/ERR4869775/09-418_R2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/err/ERR486/005/ERR4869775.bam
PRJEB29238	SAMEA7614228	ERX4739193	ERR4869751	256318	metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR486/001/ERR4869751/ERR4869751_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR486/001/ERR4869751/ERR4869751_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR486/ERR4869751/09-292_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR486/ERR4869751/09-292_R2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/err/ERR486/001/ERR4869751.bam
